file_number,host_ip,host_port,slab_buf_bytes,slab_order,slab_partition,bandwidth,file_size_bytes,time_taken_sec,overall_cpu
0,10.0.0.50,5202,67108864,4,747.65 Mb,10485760.0,0.112200,
1,10.0.0.50,5202,67108864,4,940.50 Mb,10485760.0,0.089193,
2,10.0.0.50,5202,67108864,4,603.17 Mb,10485760.0,0.139075,
3,10.0.0.50,5202,67108864,4,689.26 Mb,10485760.0,0.121705,
4,10.0.0.50,5202,67108864,4,808.09 Mb,10485760.0,0.103808,
5,10.0.0.50,5202,67108864,4,785.61 Mb,10485760.0,0.106778,
6,10.0.0.50,5202,67108864,4,593.50 Mb,10485760.0,0.141342,
7,10.0.0.50,5202,67108864,4,830.69 Mb,10485760.0,0.100984,
8,10.0.0.50,5202,67108864,4,558.12 Mb,10485760.0,0.150300,
9,10.0.0.50,5202,67108864,4,603.93 Mb,10485760.0,0.138901,
10,10.0.0.50,5202,67108864,4,606.72 Mb,10485760.0,0.138261,
11,10.0.0.50,5202,67108864,4,540.85 Mb,10485760.0,0.155100,
12,10.0.0.50,5202,67108864,4,791.46 Mb,10485760.0,0.105989,
13,10.0.0.50,5202,67108864,4,732.56 Mb,10485760.0,0.114511,
14,10.0.0.50,5202,67108864,4,596.79 Mb,10485760.0,0.140563,
15,10.0.0.50,5202,67108864,4,650.52 Mb,10485760.0,0.128953,
16,10.0.0.50,5202,67108864,4,568.64 Mb,10485760.0,0.147521,
17,10.0.0.50,5202,67108864,4,580.70 Mb,10485760.0,0.144456,
18,10.0.0.50,5202,67108864,4,553.19 Mb,10485760.0,0.151642,
19,10.0.0.50,5202,67108864,4,755.16 Mb,10485760.0,0.111084,
20,10.0.0.50,5202,67108864,4,587.93 Mb,10485760.0,0.142681,
21,10.0.0.50,5202,67108864,4,761.27 Mb,10485760.0,0.110192,
22,10.0.0.50,5202,67108864,4,697.43 Mb,10485760.0,0.120278,
23,10.0.0.50,5202,67108864,4,666.59 Mb,10485760.0,0.125843,
24,10.0.0.50,5202,67108864,4,896.36 Mb,10485760.0,0.093585,
25,10.0.0.50,5202,67108864,4,589.78 Mb,10485760.0,0.142234,
26,10.0.0.50,5202,67108864,4,658.38 Mb,10485760.0,0.127412,
27,10.0.0.50,5202,67108864,4,1289.72 Mb,10485760.0,0.065042,
28,10.0.0.50,5202,67108864,4,659.28 Mb,10485760.0,0.127239,
29,10.0.0.50,5202,67108864,4,628.69 Mb,10485760.0,0.133429,
30,10.0.0.50,5202,67108864,4,789.58 Mb,10485760.0,0.106242,
31,10.0.0.50,5202,67108864,4,571.44 Mb,10485760.0,0.146797,
32,10.0.0.50,5202,67108864,4,648.99 Mb,10485760.0,0.129256,
33,10.0.0.50,5202,67108864,4,876.60 Mb,10485760.0,0.095695,
34,10.0.0.50,5202,67108864,4,536.88 Mb,10485760.0,0.156248,
35,10.0.0.50,5202,67108864,4,768.47 Mb,10485760.0,0.109160,
36,10.0.0.50,5202,67108864,4,632.84 Mb,10485760.0,0.132555,
37,10.0.0.50,5202,67108864,4,1266.24 Mb,10485760.0,0.066248,
38,10.0.0.50,5202,67108864,4,534.82 Mb,10485760.0,0.156850,
39,10.0.0.50,5202,67108864,4,636.29 Mb,10485760.0,0.131837,
40,10.0.0.50,5202,67108864,4,731.17 Mb,10485760.0,0.114729,
41,10.0.0.50,5202,67108864,4,538.48 Mb,10485760.0,0.155782,
42,10.0.0.50,5202,67108864,4,892.85 Mb,10485760.0,0.093953,
43,10.0.0.50,5202,67108864,4,1237.57 Mb,10485760.0,0.067783,
