file_number,host_ip,host_port,slab_buf_bytes,slab_partition,bandwidth,file_size_bytes,time_taken_sec,overall_cpu
345,10.0.0.50,5202,1073741824,4,739.46 Mb,104857600.0,1.134420,
346,10.0.0.50,5202,1073741824,4,941.98 Mb,104857600.0,0.890531,
347,10.0.0.50,5202,1073741824,4,668.63 Mb,104857600.0,1.254597,
348,10.0.0.50,5202,1073741824,4,616.10 Mb,104857600.0,1.361575,
349,10.0.0.50,5202,1073741824,4,651.59 Mb,104857600.0,1.287414,
350,10.0.0.50,5202,1073741824,4,610.92 Mb,104857600.0,1.373111,
351,10.0.0.50,5202,1073741824,4,730.00 Mb,104857600.0,1.149131,
352,10.0.0.50,5202,1073741824,4,984.72 Mb,104857600.0,0.851874,
353,10.0.0.50,5202,1073741824,4,910.31 Mb,104857600.0,0.921512,
354,10.0.0.50,5202,1073741824,4,635.85 Mb,104857600.0,1.319269,
355,10.0.0.50,5202,1073741824,4,598.27 Mb,104857600.0,1.402155,
356,10.0.0.50,5202,1073741824,4,1201.26 Mb,104857600.0,0.698318,
357,10.0.0.50,5202,1073741824,4,1241.22 Mb,104857600.0,0.675836,
358,10.0.0.50,5202,1073741824,4,601.30 Mb,104857600.0,1.395072,
359,10.0.0.50,5202,1073741824,4,1111.09 Mb,104857600.0,0.754989,
360,10.0.0.50,5202,1073741824,4,660.94 Mb,104857600.0,1.269189,
361,10.0.0.50,5202,1073741824,4,950.56 Mb,104857600.0,0.882489,
362,10.0.0.50,5202,1073741824,4,604.30 Mb,104857600.0,1.388143,
363,10.0.0.50,5202,1073741824,4,613.16 Mb,104857600.0,1.368105,
364,10.0.0.50,5202,1073741824,4,659.67 Mb,104857600.0,1.271630,
365,10.0.0.50,5202,1073741824,4,608.09 Mb,104857600.0,1.379502,
366,10.0.0.50,5202,1073741824,4,953.07 Mb,104857600.0,0.880169,
367,10.0.0.50,5202,1073741824,4,602.55 Mb,104857600.0,1.392191,
368,10.0.0.50,5202,1073741824,4,1195.81 Mb,104857600.0,0.701502,
369,10.0.0.50,5202,1073741824,4,604.04 Mb,104857600.0,1.388745,
370,10.0.0.50,5202,1073741824,4,621.57 Mb,104857600.0,1.349580,
371,10.0.0.50,5202,1073741824,4,644.86 Mb,104857600.0,1.300842,
372,10.0.0.50,5202,1073741824,4,1180.62 Mb,104857600.0,0.710523,
373,10.0.0.50,5202,1073741824,4,936.20 Mb,104857600.0,0.896028,
374,10.0.0.50,5202,1073741824,4,906.24 Mb,104857600.0,0.925651,
375,10.0.0.50,5202,1073741824,4,604.27 Mb,104857600.0,1.388218,
376,10.0.0.50,5202,1073741824,4,889.32 Mb,104857600.0,0.943256,
377,10.0.0.50,5202,1073741824,4,1072.37 Mb,104857600.0,0.782246,
378,10.0.0.50,5202,1073741824,4,665.65 Mb,104857600.0,1.260214,
379,10.0.0.50,5202,1073741824,4,1213.62 Mb,104857600.0,0.691208,
380,10.0.0.50,5202,1073741824,4,656.01 Mb,104857600.0,1.278737,
381,10.0.0.50,5202,1073741824,4,637.65 Mb,104857600.0,1.315550,
382,10.0.0.50,5202,1073741824,4,906.70 Mb,104857600.0,0.925184,
383,10.0.0.50,5202,1073741824,4,667.28 Mb,104857600.0,1.257132,
384,10.0.0.50,5202,1073741824,4,601.85 Mb,104857600.0,1.393795,
385,10.0.0.50,5202,1073741824,4,1147.66 Mb,104857600.0,0.730932,
386,10.0.0.50,5202,1073741824,4,906.26 Mb,104857600.0,0.925632,
387,10.0.0.50,5202,1073741824,4,606.62 Mb,104857600.0,1.382848,
388,10.0.0.50,5202,1073741824,4,620.67 Mb,104857600.0,1.351537,
389,10.0.0.50,5202,1073741824,4,637.50 Mb,104857600.0,1.315868,
390,10.0.0.50,5202,1073741824,4,609.52 Mb,104857600.0,1.376256,
391,10.0.0.50,5202,1073741824,4,604.11 Mb,104857600.0,1.388592,
392,10.0.0.50,5202,1073741824,4,967.30 Mb,104857600.0,0.867218,
393,10.0.0.50,5202,1073741824,4,605.14 Mb,104857600.0,1.386224,
394,10.0.0.50,5202,1073741824,4,673.42 Mb,104857600.0,1.245668,
395,10.0.0.50,5202,1073741824,4,1178.85 Mb,104857600.0,0.711594,
396,10.0.0.50,5202,1073741824,4,720.75 Mb,104857600.0,1.163877,
397,10.0.0.50,5202,1073741824,4,600.26 Mb,104857600.0,1.397486,
398,10.0.0.50,5202,1073741824,4,922.88 Mb,104857600.0,0.908957,
399,10.0.0.50,5202,1073741824,4,697.99 Mb,104857600.0,1.201828,
400,10.0.0.50,5202,1073741824,4,647.02 Mb,104857600.0,1.296509,
401,10.0.0.50,5202,1073741824,4,665.85 Mb,104857600.0,1.259835,
402,10.0.0.50,5202,1073741824,4,620.69 Mb,104857600.0,1.351498,
403,10.0.0.50,5202,1073741824,4,648.86 Mb,104857600.0,1.292821,
404,10.0.0.50,5202,1073741824,4,613.57 Mb,104857600.0,1.367178,
405,10.0.0.50,5202,1073741824,4,917.09 Mb,104857600.0,0.914696,
406,10.0.0.50,5202,1073741824,4,1231.19 Mb,104857600.0,0.681340,
407,10.0.0.50,5202,1073741824,4,1143.15 Mb,104857600.0,0.733816,
408,10.0.0.50,5202,1073741824,4,598.15 Mb,104857600.0,1.402414,
409,10.0.0.50,5202,1073741824,4,1265.35 Mb,104857600.0,0.662947,
410,10.0.0.50,5202,1073741824,4,608.64 Mb,104857600.0,1.378250,
411,10.0.0.50,5202,1073741824,4,910.86 Mb,104857600.0,0.920953,
412,10.0.0.50,5202,1073741824,4,1004.51 Mb,104857600.0,0.835094,
413,10.0.0.50,5202,1073741824,4,1173.87 Mb,104857600.0,0.714610,
414,10.0.0.50,5202,1073741824,4,1194.62 Mb,104857600.0,0.702197,
415,10.0.0.50,5202,1073741824,4,601.57 Mb,104857600.0,1.394450,
416,10.0.0.50,5202,1073741824,4,600.33 Mb,104857600.0,1.397340,
417,10.0.0.50,5202,1073741824,4,1447.34 Mb,104857600.0,0.579587,
418,10.0.0.50,5202,1073741824,4,922.38 Mb,104857600.0,0.909452,
419,10.0.0.50,5202,1073741824,4,646.63 Mb,104857600.0,1.297281,
420,10.0.0.50,5202,1073741824,4,907.57 Mb,104857600.0,0.924289,
421,10.0.0.50,5202,1073741824,4,1241.09 Mb,104857600.0,0.675909,
422,10.0.0.50,5202,1073741824,4,1167.48 Mb,104857600.0,0.718523,
423,10.0.0.50,5202,1073741824,4,940.37 Mb,104857600.0,0.892055,
424,10.0.0.50,5202,1073741824,4,658.36 Mb,104857600.0,1.274177,
425,10.0.0.50,5202,1073741824,4,851.06 Mb,104857600.0,0.985662,
426,10.0.0.50,5202,1073741824,4,1212.49 Mb,104857600.0,0.691852,
427,10.0.0.50,5202,1073741824,4,624.23 Mb,104857600.0,1.343823,
428,10.0.0.50,5202,1073741824,4,927.81 Mb,104857600.0,0.904126,
429,10.0.0.50,5202,1073741824,4,605.57 Mb,104857600.0,1.385240,
430,10.0.0.50,5202,1073741824,4,604.33 Mb,104857600.0,1.388086,
431,10.0.0.50,5202,1073741824,4,669.13 Mb,104857600.0,1.253654,
432,10.0.0.50,5202,1073741824,4,943.34 Mb,104857600.0,0.889249,
433,10.0.0.50,5202,1073741824,4,675.32 Mb,104857600.0,1.242170,
434,10.0.0.50,5202,1073741824,4,685.25 Mb,104857600.0,1.224161,
435,10.0.0.50,5202,1073741824,4,952.30 Mb,104857600.0,0.880882,
436,10.0.0.50,5202,1073741824,4,1209.52 Mb,104857600.0,0.693551,
437,10.0.0.50,5202,1073741824,4,1192.98 Mb,104857600.0,0.703164,
438,10.0.0.50,5202,1073741824,4,650.88 Mb,104857600.0,1.288809,
439,10.0.0.50,5202,1073741824,4,607.28 Mb,104857600.0,1.381335,
440,10.0.0.50,5202,1073741824,4,1212.31 Mb,104857600.0,0.691954,
441,10.0.0.50,5202,1073741824,4,914.77 Mb,104857600.0,0.917020,
442,10.0.0.50,5202,1073741824,4,919.81 Mb,104857600.0,0.911997,
443,10.0.0.50,5202,1073741824,4,937.61 Mb,104857600.0,0.894678,
444,10.0.0.50,5202,1073741824,4,945.53 Mb,104857600.0,0.887185,
445,10.0.0.50,5202,1073741824,4,660.70 Mb,104857600.0,1.269652,
446,10.0.0.50,5202,1073741824,4,612.73 Mb,104857600.0,1.369061,
447,10.0.0.50,5202,1073741824,4,949.30 Mb,104857600.0,0.883661,
448,10.0.0.50,5202,1073741824,4,640.50 Mb,104857600.0,1.309687,
449,10.0.0.50,5202,1073741824,4,623.42 Mb,104857600.0,1.345570,
450,10.0.0.50,5202,1073741824,4,603.04 Mb,104857600.0,1.391050,
451,10.0.0.50,5202,1073741824,4,1166.64 Mb,104857600.0,0.719043,
452,10.0.0.50,5202,1073741824,4,619.87 Mb,104857600.0,1.353287,
453,10.0.0.50,5202,1073741824,4,647.28 Mb,104857600.0,1.295987,
454,10.0.0.50,5202,1073741824,4,615.40 Mb,104857600.0,1.363106,
455,10.0.0.50,5202,1073741824,4,612.56 Mb,104857600.0,1.369428,
456,10.0.0.50,5202,1073741824,4,1116.26 Mb,104857600.0,0.751494,
457,10.0.0.50,5202,1073741824,4,1013.82 Mb,104857600.0,0.827427,
458,10.0.0.50,5202,1073741824,4,968.80 Mb,104857600.0,0.865879,
459,10.0.0.50,5202,1073741824,4,609.26 Mb,104857600.0,1.376842,
460,10.0.0.50,5202,1073741824,4,817.12 Mb,104857600.0,1.026611,
461,10.0.0.50,5202,1073741824,4,1263.63 Mb,104857600.0,0.663849,
462,10.0.0.50,5202,1073741824,4,607.96 Mb,104857600.0,1.379791,
463,10.0.0.50,5202,1073741824,4,597.12 Mb,104857600.0,1.404841,
464,10.0.0.50,5202,1073741824,4,923.66 Mb,104857600.0,0.908195,
465,10.0.0.50,5202,1073741824,4,647.08 Mb,104857600.0,1.296370,
466,10.0.0.50,5202,1073741824,4,606.81 Mb,104857600.0,1.382400,
467,10.0.0.50,5202,1073741824,4,966.20 Mb,104857600.0,0.868206,
468,10.0.0.50,5202,1073741824,4,1186.89 Mb,104857600.0,0.706772,
469,10.0.0.50,5202,1073741824,4,650.78 Mb,104857600.0,1.289010,
470,10.0.0.50,5202,1073741824,4,890.64 Mb,104857600.0,0.941861,
471,10.0.0.50,5202,1073741824,4,772.58 Mb,104857600.0,1.085798,
472,10.0.0.50,5202,1073741824,4,932.65 Mb,104857600.0,0.899439,
473,10.0.0.50,5202,1073741824,4,611.19 Mb,104857600.0,1.372493,
474,10.0.0.50,5202,1073741824,4,1235.06 Mb,104857600.0,0.679207,
475,10.0.0.50,5202,1073741824,4,625.23 Mb,104857600.0,1.341693,
476,10.0.0.50,5202,1073741824,4,655.10 Mb,104857600.0,1.280500,
477,10.0.0.50,5202,1073741824,4,664.20 Mb,104857600.0,1.262966,
478,10.0.0.50,5202,1073741824,4,862.88 Mb,104857600.0,0.972159,
479,10.0.0.50,5202,1073741824,4,603.18 Mb,104857600.0,1.390724,
480,10.0.0.50,5202,1073741824,4,676.63 Mb,104857600.0,1.239754,
481,10.0.0.50,5202,1073741824,4,606.82 Mb,104857600.0,1.382397,
482,10.0.0.50,5202,1073741824,4,1198.61 Mb,104857600.0,0.699859,
483,10.0.0.50,5202,1073741824,4,644.73 Mb,104857600.0,1.301100,
484,10.0.0.50,5202,1073741824,4,609.01 Mb,104857600.0,1.377420,
485,10.0.0.50,5202,1073741824,4,955.50 Mb,104857600.0,0.877926,
486,10.0.0.50,5202,1073741824,4,936.11 Mb,104857600.0,0.896113,
487,10.0.0.50,5202,1073741824,4,1200.62 Mb,104857600.0,0.698691,
488,10.0.0.50,5202,1073741824,4,593.45 Mb,104857600.0,1.413530,
489,10.0.0.50,5202,1073741824,4,871.25 Mb,104857600.0,0.962819,
490,10.0.0.50,5202,1073741824,4,790.59 Mb,104857600.0,1.061051,
491,10.0.0.50,5202,1073741824,4,697.53 Mb,104857600.0,1.202612,
492,10.0.0.50,5202,1073741824,4,611.47 Mb,104857600.0,1.371874,
493,10.0.0.50,5202,1073741824,4,607.72 Mb,104857600.0,1.380334,
494,10.0.0.50,5202,1073741824,4,1168.19 Mb,104857600.0,0.718089,
495,10.0.0.50,5202,1073741824,4,605.68 Mb,104857600.0,1.384997,
496,10.0.0.50,5202,1073741824,4,893.41 Mb,104857600.0,0.938942,
497,10.0.0.50,5202,1073741824,4,645.04 Mb,104857600.0,1.300487,
498,10.0.0.50,5202,1073741824,4,669.55 Mb,104857600.0,1.252878,
499,10.0.0.50,5202,1073741824,4,604.27 Mb,104857600.0,1.388221,
500,10.0.0.50,5202,1073741824,4,659.23 Mb,104857600.0,1.272487,
501,10.0.0.50,5202,1073741824,4,890.92 Mb,104857600.0,0.941563,
502,10.0.0.50,5202,1073741824,4,608.19 Mb,104857600.0,1.379278,
503,10.0.0.50,5202,1073741824,4,949.29 Mb,104857600.0,0.883674,
504,10.0.0.50,5202,1073741824,4,657.00 Mb,104857600.0,1.276799,
505,10.0.0.50,5202,1073741824,4,1212.36 Mb,104857600.0,0.691924,
506,10.0.0.50,5202,1073741824,4,598.47 Mb,104857600.0,1.401684,
507,10.0.0.50,5202,1073741824,4,1196.55 Mb,104857600.0,0.701068,
508,10.0.0.50,5202,1073741824,4,1182.44 Mb,104857600.0,0.709430,
509,10.0.0.50,5202,1073741824,4,607.21 Mb,104857600.0,1.381505,
510,10.0.0.50,5202,1073741824,4,611.71 Mb,104857600.0,1.371343,
511,10.0.0.50,5202,1073741824,4,941.86 Mb,104857600.0,0.890647,
512,10.0.0.50,5202,1073741824,4,854.59 Mb,104857600.0,0.981589,
513,10.0.0.50,5202,1073741824,4,618.77 Mb,104857600.0,1.355699,
514,10.0.0.50,5202,1073741824,4,1166.50 Mb,104857600.0,0.719128,
515,10.0.0.50,5202,1073741824,4,636.64 Mb,104857600.0,1.317635,
516,10.0.0.50,5202,1073741824,4,607.66 Mb,104857600.0,1.380467,
517,10.0.0.50,5202,1073741824,4,945.52 Mb,104857600.0,0.887199,
518,10.0.0.50,5202,1073741824,4,844.13 Mb,104857600.0,0.993756,
519,10.0.0.50,5202,1073741824,4,934.72 Mb,104857600.0,0.897445,
520,10.0.0.50,5202,1073741824,4,1225.51 Mb,104857600.0,0.684500,
521,10.0.0.50,5202,1073741824,4,960.51 Mb,104857600.0,0.873351,
522,10.0.0.50,5202,1073741824,4,617.85 Mb,104857600.0,1.357707,
523,10.0.0.50,5202,1073741824,4,892.02 Mb,104857600.0,0.940403,
524,10.0.0.50,5202,1073741824,4,604.51 Mb,104857600.0,1.387665,
525,10.0.0.50,5202,1073741824,4,1227.70 Mb,104857600.0,0.683280,
526,10.0.0.50,5202,1073741824,4,1220.59 Mb,104857600.0,0.687260,
527,10.0.0.50,5202,1073741824,4,633.98 Mb,104857600.0,1.323164,
528,10.0.0.50,5202,1073741824,4,606.82 Mb,104857600.0,1.382381,
529,10.0.0.50,5202,1073741824,4,629.91 Mb,104857600.0,1.331725,
530,10.0.0.50,5202,1073741824,4,696.04 Mb,104857600.0,1.205196,
531,10.0.0.50,5202,1073741824,4,1183.36 Mb,104857600.0,0.708879,
532,10.0.0.50,5202,1073741824,4,608.09 Mb,104857600.0,1.379503,
533,10.0.0.50,5202,1073741824,4,1189.74 Mb,104857600.0,0.705078,
534,10.0.0.50,5202,1073741824,4,591.94 Mb,104857600.0,1.417148,
535,10.0.0.50,5202,1073741824,4,656.47 Mb,104857600.0,1.277841,
536,10.0.0.50,5202,1073741824,4,1180.21 Mb,104857600.0,0.710771,
537,10.0.0.50,5202,1073741824,4,605.28 Mb,104857600.0,1.385898,
538,10.0.0.50,5202,1073741824,4,600.25 Mb,104857600.0,1.397512,
539,10.0.0.50,5202,1073741824,4,1231.05 Mb,104857600.0,0.681417,
540,10.0.0.50,5202,1073741824,4,601.41 Mb,104857600.0,1.394816,
541,10.0.0.50,5202,1073741824,4,1198.69 Mb,104857600.0,0.699813,
542,10.0.0.50,5202,1073741824,4,923.42 Mb,104857600.0,0.908431,
543,10.0.0.50,5202,1073741824,4,819.21 Mb,104857600.0,1.023985,
544,10.0.0.50,5202,1073741824,4,929.58 Mb,104857600.0,0.902405,
545,10.0.0.50,5202,1073741824,4,661.98 Mb,104857600.0,1.267197,
546,10.0.0.50,5202,1073741824,4,606.09 Mb,104857600.0,1.384045,
547,10.0.0.50,5202,1073741824,4,614.13 Mb,104857600.0,1.365943,
548,10.0.0.50,5202,1073741824,4,1120.34 Mb,104857600.0,0.748757,
549,10.0.0.50,5202,1073741824,4,859.56 Mb,104857600.0,0.975917,
550,10.0.0.50,5202,1073741824,4,609.57 Mb,104857600.0,1.376156,
551,10.0.0.50,5202,1073741824,4,612.48 Mb,104857600.0,1.369603,
552,10.0.0.50,5202,1073741824,4,849.36 Mb,104857600.0,0.987642,
553,10.0.0.50,5202,1073741824,4,649.92 Mb,104857600.0,1.290707,
554,10.0.0.50,5202,1073741824,4,932.16 Mb,104857600.0,0.899911,
555,10.0.0.50,5202,1073741824,4,1182.29 Mb,104857600.0,0.709522,
556,10.0.0.50,5202,1073741824,4,599.32 Mb,104857600.0,1.399697,
557,10.0.0.50,5202,1073741824,4,913.78 Mb,104857600.0,0.918009,
558,10.0.0.50,5202,1073741824,4,598.36 Mb,104857600.0,1.401930,
559,10.0.0.50,5202,1073741824,4,891.06 Mb,104857600.0,0.941423,
560,10.0.0.50,5202,1073741824,4,645.85 Mb,104857600.0,1.298849,
561,10.0.0.50,5202,1073741824,4,914.79 Mb,104857600.0,0.916994,
562,10.0.0.50,5202,1073741824,4,605.71 Mb,104857600.0,1.384914,
563,10.0.0.50,5202,1073741824,4,1204.49 Mb,104857600.0,0.696444,
564,10.0.0.50,5202,1073741824,4,929.67 Mb,104857600.0,0.902321,
565,10.0.0.50,5202,1073741824,4,638.62 Mb,104857600.0,1.313551,
566,10.0.0.50,5202,1073741824,4,945.23 Mb,104857600.0,0.887465,
567,10.0.0.50,5202,1073741824,4,953.68 Mb,104857600.0,0.879606,
568,10.0.0.50,5202,1073741824,4,894.69 Mb,104857600.0,0.937600,
569,10.0.0.50,5202,1073741824,4,1115.49 Mb,104857600.0,0.752013,
570,10.0.0.50,5202,1073741824,4,1087.23 Mb,104857600.0,0.771557,
571,10.0.0.50,5202,1073741824,4,1157.01 Mb,104857600.0,0.725025,
572,10.0.0.50,5202,1073741824,4,933.02 Mb,104857600.0,0.899080,
573,10.0.0.50,5202,1073741824,4,655.31 Mb,104857600.0,1.280103,
574,10.0.0.50,5202,1073741824,4,669.69 Mb,104857600.0,1.252616,
575,10.0.0.50,5202,1073741824,4,608.65 Mb,104857600.0,1.378233,
576,10.0.0.50,5202,1073741824,4,1152.95 Mb,104857600.0,0.727576,
577,10.0.0.50,5202,1073741824,4,650.52 Mb,104857600.0,1.289518,
578,10.0.0.50,5202,1073741824,4,599.61 Mb,104857600.0,1.399005,
579,10.0.0.50,5202,1073741824,4,645.77 Mb,104857600.0,1.299013,
580,10.0.0.50,5202,1073741824,4,948.64 Mb,104857600.0,0.884276,
581,10.0.0.50,5202,1073741824,4,597.49 Mb,104857600.0,1.403979,
582,10.0.0.50,5202,1073741824,4,1098.46 Mb,104857600.0,0.763669,
583,10.0.0.50,5202,1073741824,4,955.44 Mb,104857600.0,0.877987,
584,10.0.0.50,5202,1073741824,4,612.43 Mb,104857600.0,1.369718,
585,10.0.0.50,5202,1073741824,4,668.01 Mb,104857600.0,1.255755,
586,10.0.0.50,5202,1073741824,4,871.24 Mb,104857600.0,0.962833,
587,10.0.0.50,5202,1073741824,4,935.77 Mb,104857600.0,0.896437,
588,10.0.0.50,5202,1073741824,4,929.48 Mb,104857600.0,0.902503,
589,10.0.0.50,5202,1073741824,4,919.73 Mb,104857600.0,0.912077,
590,10.0.0.50,5202,1073741824,4,935.54 Mb,104857600.0,0.896661,
591,10.0.0.50,5202,1073741824,4,658.31 Mb,104857600.0,1.274259,
592,10.0.0.50,5202,1073741824,4,734.48 Mb,104857600.0,1.142123,
593,10.0.0.50,5202,1073741824,4,639.71 Mb,104857600.0,1.311306,
594,10.0.0.50,5202,1073741824,4,975.62 Mb,104857600.0,0.859827,
595,10.0.0.50,5202,1073741824,4,596.17 Mb,104857600.0,1.407090,
596,10.0.0.50,5202,1073741824,4,915.18 Mb,104857600.0,0.916611,
597,10.0.0.50,5202,1073741824,4,607.53 Mb,104857600.0,1.380767,
598,10.0.0.50,5202,1073741824,4,612.21 Mb,104857600.0,1.370213,
599,10.0.0.50,5202,1073741824,4,654.25 Mb,104857600.0,1.282173,
600,10.0.0.50,5202,1073741824,4,1171.43 Mb,104857600.0,0.716097,
601,10.0.0.50,5202,1073741824,4,1166.41 Mb,104857600.0,0.719181,
602,10.0.0.50,5202,1073741824,4,605.39 Mb,104857600.0,1.385647,
603,10.0.0.50,5202,1073741824,4,626.54 Mb,104857600.0,1.338877,
604,10.0.0.50,5202,1073741824,4,604.26 Mb,104857600.0,1.388244,
605,10.0.0.50,5202,1073741824,4,664.83 Mb,104857600.0,1.261770,
606,10.0.0.50,5202,1073741824,4,654.46 Mb,104857600.0,1.281753,
607,10.0.0.50,5202,1073741824,4,1194.03 Mb,104857600.0,0.702543,
608,10.0.0.50,5202,1073741824,4,917.32 Mb,104857600.0,0.914474,
609,10.0.0.50,5202,1073741824,4,638.78 Mb,104857600.0,1.313232,
610,10.0.0.50,5202,1073741824,4,911.14 Mb,104857600.0,0.920674,
611,10.0.0.50,5202,1073741824,4,639.48 Mb,104857600.0,1.311795,
612,10.0.0.50,5202,1073741824,4,602.22 Mb,104857600.0,1.392946,
613,10.0.0.50,5202,1073741824,4,595.07 Mb,104857600.0,1.409691,
614,10.0.0.50,5202,1073741824,4,1194.95 Mb,104857600.0,0.702004,
615,10.0.0.50,5202,1073741824,4,918.21 Mb,104857600.0,0.913587,
616,10.0.0.50,5202,1073741824,4,610.71 Mb,104857600.0,1.373586,
617,10.0.0.50,5202,1073741824,4,620.80 Mb,104857600.0,1.351260,
618,10.0.0.50,5202,1073741824,4,609.80 Mb,104857600.0,1.375638,
619,10.0.0.50,5202,1073741824,4,1238.93 Mb,104857600.0,0.677086,
620,10.0.0.50,5202,1073741824,4,655.77 Mb,104857600.0,1.279193,
621,10.0.0.50,5202,1073741824,4,1204.44 Mb,104857600.0,0.696473,
622,10.0.0.50,5202,1073741824,4,932.58 Mb,104857600.0,0.899504,
623,10.0.0.50,5202,1073741824,4,621.90 Mb,104857600.0,1.348872,
624,10.0.0.50,5202,1073741824,4,602.91 Mb,104857600.0,1.391351,
625,10.0.0.50,5202,1073741824,4,688.18 Mb,104857600.0,1.218951,
626,10.0.0.50,5202,1073741824,4,621.77 Mb,104857600.0,1.349152,
627,10.0.0.50,5202,1073741824,4,928.14 Mb,104857600.0,0.903811,
628,10.0.0.50,5202,1073741824,4,1208.76 Mb,104857600.0,0.693985,
629,10.0.0.50,5202,1073741824,4,935.12 Mb,104857600.0,0.897062,
630,10.0.0.50,5202,1073741824,4,1206.45 Mb,104857600.0,0.695316,
631,10.0.0.50,5202,1073741824,4,959.08 Mb,104857600.0,0.874648,
632,10.0.0.50,5202,1073741824,4,918.56 Mb,104857600.0,0.913234,
633,10.0.0.50,5202,1073741824,4,604.86 Mb,104857600.0,1.386862,
634,10.0.0.50,5202,1073741824,4,930.13 Mb,104857600.0,0.901872,
635,10.0.0.50,5202,1073741824,4,949.60 Mb,104857600.0,0.883380,
636,10.0.0.50,5202,1073741824,4,1158.21 Mb,104857600.0,0.724274,
637,10.0.0.50,5202,1073741824,4,605.42 Mb,104857600.0,1.385582,
638,10.0.0.50,5202,1073741824,4,622.66 Mb,104857600.0,1.347211,
639,10.0.0.50,5202,1073741824,4,1259.44 Mb,104857600.0,0.666061,
640,10.0.0.50,5202,1073741824,4,664.08 Mb,104857600.0,1.263199,
641,10.0.0.50,5202,1073741824,4,602.58 Mb,104857600.0,1.392122,
642,10.0.0.50,5202,1073741824,4,605.77 Mb,104857600.0,1.384778,
643,10.0.0.50,5202,1073741824,4,605.69 Mb,104857600.0,1.384958,
644,10.0.0.50,5202,1073741824,4,1238.36 Mb,104857600.0,0.677398,
645,10.0.0.50,5202,1073741824,4,928.90 Mb,104857600.0,0.903071,
646,10.0.0.50,5202,1073741824,4,586.36 Mb,104857600.0,1.430620,
647,10.0.0.50,5202,1073741824,4,965.18 Mb,104857600.0,0.869121,
648,10.0.0.50,5202,1073741824,4,634.84 Mb,104857600.0,1.321377,
649,10.0.0.50,5202,1073741824,4,1158.03 Mb,104857600.0,0.724388,
650,10.0.0.50,5202,1073741824,4,1186.30 Mb,104857600.0,0.707123,
651,10.0.0.50,5202,1073741824,4,1080.98 Mb,104857600.0,0.776017,
652,10.0.0.50,5202,1073741824,4,603.16 Mb,104857600.0,1.390768,
653,10.0.0.50,5202,1073741824,4,909.84 Mb,104857600.0,0.921987,
654,10.0.0.50,5202,1073741824,4,597.88 Mb,104857600.0,1.403051,
655,10.0.0.50,5202,1073741824,4,662.33 Mb,104857600.0,1.266522,
656,10.0.0.50,5202,1073741824,4,1092.64 Mb,104857600.0,0.767741,
657,10.0.0.50,5202,1073741824,4,661.86 Mb,104857600.0,1.267438,
658,10.0.0.50,5202,1073741824,4,663.11 Mb,104857600.0,1.265037,
659,10.0.0.50,5202,1073741824,4,1172.61 Mb,104857600.0,0.715380,
660,10.0.0.50,5202,1073741824,4,971.88 Mb,104857600.0,0.863135,
661,10.0.0.50,5202,1073741824,4,656.60 Mb,104857600.0,1.277586,
662,10.0.0.50,5202,1073741824,4,783.85 Mb,104857600.0,1.070178,
663,10.0.0.50,5202,1073741824,4,1206.72 Mb,104857600.0,0.695157,
664,10.0.0.50,5202,1073741824,4,628.70 Mb,104857600.0,1.334284,
665,10.0.0.50,5202,1073741824,4,1229.89 Mb,104857600.0,0.682064,
666,10.0.0.50,5202,1073741824,4,1239.18 Mb,104857600.0,0.676948,
667,10.0.0.50,5202,1073741824,4,945.64 Mb,104857600.0,0.887084,
668,10.0.0.50,5202,1073741824,4,922.60 Mb,104857600.0,0.909238,
669,10.0.0.50,5202,1073741824,4,600.89 Mb,104857600.0,1.396040,
670,10.0.0.50,5202,1073741824,4,629.83 Mb,104857600.0,1.331890,
671,10.0.0.50,5202,1073741824,4,615.72 Mb,104857600.0,1.362410,
672,10.0.0.50,5202,1073741824,4,1068.05 Mb,104857600.0,0.785411,
673,10.0.0.50,5202,1073741824,4,1190.22 Mb,104857600.0,0.704793,
674,10.0.0.50,5202,1073741824,4,908.47 Mb,104857600.0,0.923382,
675,10.0.0.50,5202,1073741824,4,612.12 Mb,104857600.0,1.370409,
676,10.0.0.50,5202,1073741824,4,601.54 Mb,104857600.0,1.394514,
677,10.0.0.50,5202,1073741824,4,600.41 Mb,104857600.0,1.397138,
678,10.0.0.50,5202,1073741824,4,742.39 Mb,104857600.0,1.129947,
679,10.0.0.50,5202,1073741824,4,1250.80 Mb,104857600.0,0.670662,
680,10.0.0.50,5202,1073741824,4,1196.84 Mb,104857600.0,0.700894,
681,10.0.0.50,5202,1073741824,4,604.18 Mb,104857600.0,1.388425,
682,10.0.0.50,5202,1073741824,4,1257.78 Mb,104857600.0,0.666940,
683,10.0.0.50,5202,1073741824,4,599.61 Mb,104857600.0,1.399003,
684,10.0.0.50,5202,1073741824,4,1171.66 Mb,104857600.0,0.715957,
685,10.0.0.50,5202,1073741824,4,596.95 Mb,104857600.0,1.405241,
686,10.0.0.50,5202,1073741824,4,602.71 Mb,104857600.0,1.391825,
687,10.0.0.50,5202,1073741824,4,622.99 Mb,104857600.0,1.346517,
688,10.0.0.50,5202,1073741824,4,639.34 Mb,104857600.0,1.312081,
689,10.0.0.50,5202,1073741824,4,1043.12 Mb,104857600.0,0.804184,
690,10.0.0.50,5202,1073741824,4,951.29 Mb,104857600.0,0.881812,
