,file_number,host_ip,host_port,slab_buf_bytes,slab_partition,bandwidth,file_size_bytes,time_taken_sec,overall_cpu,overall_mem
24,24,10.0.0.50,5201,1073741824,4,886.30 Mb,10485760.0,0.094647,85.02727272727277,0.8545454545454545
25,25,10.0.0.50,5201,1073741824,4,575.80 Mb,10485760.0,0.145686,87.63090909090909,0.8636363636363636
26,26,10.0.0.50,5201,1073741824,4,643.61 Mb,10485760.0,0.130336,89.21090909090911,0.8290909090909091
27,27,10.0.0.50,5201,1073741824,4,1301.29 Mb,10485760.0,0.064464,91.14363636363638,0.8309090909090907
28,28,10.0.0.50,5201,1073741824,4,661.07 Mb,10485760.0,0.126895,90.04727272727277,0.8309090909090908
29,29,10.0.0.50,5201,1073741824,4,628.24 Mb,10485760.0,0.133526,93.31818181818186,0.8054545454545454
30,30,10.0.0.50,5201,1073741824,4,772.72 Mb,10485760.0,0.10856,92.23999999999998,0.8200000000000001
31,31,10.0.0.50,5201,1073741824,4,563.20 Mb,10485760.0,0.148945,89.81272727272729,0.8327272727272725
32,32,10.0.0.50,5201,1073741824,4,647.35 Mb,10485760.0,0.129584,90.34545454545454,0.8309090909090908
33,33,10.0.0.50,5201,1073741824,4,879.11 Mb,10485760.0,0.095422,90.06545454545453,0.8163636363636365
34,34,10.0.0.50,5201,1073741824,4,531.28 Mb,10485760.0,0.157895,91.88363636363637,0.8199999999999997
35,35,10.0.0.50,5201,1073741824,4,761.34 Mb,10485760.0,0.110182,93.5709090909091,0.8109090909090908
36,36,10.0.0.50,5201,1073741824,4,628.47 Mb,10485760.0,0.133476,90.42181818181818,0.8290909090909091
37,37,10.0.0.50,5201,1073741824,4,1272.47 Mb,10485760.0,0.065924,88.03999999999999,0.8363636363636363
38,38,10.0.0.50,5201,1073741824,4,528.98 Mb,10485760.0,0.15858,88.52727272727279,0.8218181818181819
39,39,10.0.0.50,5201,1073741824,4,630.90 Mb,10485760.0,0.132963,89.48363636363639,0.8218181818181819
40,40,10.0.0.50,5201,1073741824,4,720.83 Mb,10485760.0,0.116375,89.16363636363636,0.8272727272727274
41,41,10.0.0.50,5201,1073741824,4,533.66 Mb,10485760.0,0.15719,90.53454545454547,0.8218181818181816
42,42,10.0.0.50,5201,1073741824,4,873.37 Mb,10485760.0,0.096049,95.31272727272729,0.7963636363636366
43,43,10.0.0.50,5201,1073741824,4,1221.37 Mb,10485760.0,0.068682,91.38727272727279,0.8200000000000002
44,44,10.0.0.50,5201,1073741824,4,796.19 Mb,10485760.0,0.10536,90.90000000000002,0.8181818181818183
45,45,10.0.0.50,5201,1073741824,4,573.33 Mb,10485760.0,0.146314,92.32181818181817,0.8
46,46,10.0.0.50,5201,1073741824,4,545.51 Mb,10485760.0,0.153775,92.1909090909091,0.8036363636363637
47,47,10.0.0.50,5201,1073741824,4,633.72 Mb,10485760.0,0.132371,90.77818181818184,0.8309090909090908
48,48,10.0.0.50,5201,1073741824,4,604.75 Mb,10485760.0,0.138712,89.30545454545458,0.8272727272727273
49,49,10.0.0.50,5201,1073741824,4,888.90 Mb,10485760.0,0.094371,93.33454545454545,0.8181818181818183
50,50,10.0.0.50,5201,1073741824,4,685.32 Mb,10485760.0,0.122404,88.63090909090911,0.8345454545454544
51,51,10.0.0.50,5201,1073741824,4,906.66 Mb,10485760.0,0.092522,89.32545454545456,0.8309090909090907
52,52,10.0.0.50,5201,1073741824,4,572.14 Mb,10485760.0,0.146618,90.5709090909091,0.8090909090909092
53,53,10.0.0.50,5201,1073741824,4,709.92 Mb,10485760.0,0.118163,89.22545454545458,0.8236363636363636
54,54,10.0.0.50,5201,1073741824,4,506.30 Mb,10485760.0,0.165683,91.38727272727274,0.8127272727272726
55,55,10.0.0.50,5201,1073741824,4,652.88 Mb,10485760.0,0.128487,93.09272727272726,0.818181818181818
56,56,10.0.0.50,5201,1073741824,4,1001.10 Mb,10485760.0,0.083794,90.9090909090909,0.8254545454545456
57,57,10.0.0.50,5201,1073741824,4,792.10 Mb,10485760.0,0.105903,87.26909090909095,0.8381818181818183
58,58,10.0.0.50,5201,1073741824,4,615.16 Mb,10485760.0,0.136364,88.38727272727273,0.8181818181818179
59,59,10.0.0.50,5201,1073741824,4,509.39 Mb,10485760.0,0.16468,93.70181818181814,0.8072727272727273
60,60,10.0.0.50,5201,1073741824,4,793.74 Mb,10485760.0,0.105684,91.75272727272728,0.8145454545454545
61,61,10.0.0.50,5201,1073741824,4,861.19 Mb,10485760.0,0.097407,88.50909090909097,0.8163636363636362
62,62,10.0.0.50,5201,1073741824,4,745.20 Mb,10485760.0,0.112569,92.1181818181818,0.8054545454545453
63,63,10.0.0.50,5201,1073741824,4,634.72 Mb,10485760.0,0.132163,90.66545454545455,0.8109090909090908
64,64,10.0.0.50,5201,1073741824,4,1257.68 Mb,10485760.0,0.066699,88.97272727272731,0.8163636363636362
65,65,10.0.0.50,5201,1073741824,4,1180.40 Mb,10485760.0,0.071066,92.49272727272725,0.8127272727272724
66,66,10.0.0.50,5201,1073741824,4,1242.98 Mb,10485760.0,0.067488,89.50181818181817,0.8000000000000002
67,67,10.0.0.50,5201,1073741824,4,622.91 Mb,10485760.0,0.134669,91.1509090909091,0.8090909090909091
68,68,10.0.0.50,5201,1073741824,4,756.90 Mb,10485760.0,0.110828,92.84727272727275,0.807272727272727
69,69,10.0.0.50,5201,1073741824,4,573.15 Mb,10485760.0,0.14636,90.46727272727274,0.8072727272727274
70,70,10.0.0.50,5201,1073741824,4,638.64 Mb,10485760.0,0.131351,89.6127272727273,0.8127272727272726
71,71,10.0.0.50,5201,1073741824,4,1277.02 Mb,10485760.0,0.065689,92.48181818181817,0.7999999999999996
72,72,10.0.0.50,5201,1073741824,4,653.61 Mb,10485760.0,0.128343,94.06909090909095,0.8036363636363637
73,73,10.0.0.50,5201,1073741824,4,554.31 Mb,10485760.0,0.151334,91.93272727272728,0.8163636363636362
74,74,10.0.0.50,5201,1073741824,4,825.44 Mb,10485760.0,0.101626,92.98545454545456,0.8018181818181818
75,75,10.0.0.50,5201,1073741824,4,620.83 Mb,10485760.0,0.13512,92.64363636363636,0.7436363636363634
76,76,10.0.0.50,5201,1073741824,4,615.22 Mb,10485760.0,0.136351,96.16909090909091,0.7909090909090907
77,77,10.0.0.50,5201,1073741824,4,1238.39 Mb,10485760.0,0.067738,91.78727272727276,0.8127272727272725
78,78,10.0.0.50,5201,1073741824,4,593.57 Mb,10485760.0,0.141324,91.43090909090908,0.8200000000000001
79,79,10.0.0.50,5201,1073741824,4,933.87 Mb,10485760.0,0.089826,88.56181818181817,0.8
80,80,10.0.0.50,5201,1073741824,4,568.38 Mb,10485760.0,0.147587,89.74545454545456,0.830909090909091
81,81,10.0.0.50,5201,1073741824,4,1104.58 Mb,10485760.0,0.075944,93.08181818181819,0.8
82,82,10.0.0.50,5201,1073741824,4,639.16 Mb,10485760.0,0.131245,90.94545454545457,0.8254545454545453
83,83,10.0.0.50,5201,1073741824,4,698.34 Mb,10485760.0,0.120122,92.60000000000005,0.8145454545454544
84,84,10.0.0.50,5201,1073741824,4,783.64 Mb,10485760.0,0.107047,90.09090909090911,0.8272727272727274
85,85,10.0.0.50,5201,1073741824,4,532.31 Mb,10485760.0,0.157589,90.94545454545458,0.8272727272727272
86,86,10.0.0.50,5201,1073741824,4,587.89 Mb,10485760.0,0.142691,89.71272727272732,0.8218181818181819
87,87,10.0.0.50,5201,1073741824,4,609.05 Mb,10485760.0,0.137733,91.95636363636369,0.8090909090909091
88,88,10.0.0.50,5201,1073741824,4,990.02 Mb,10485760.0,0.084732,90.84363636363636,0.8363636363636362
89,89,10.0.0.50,5201,1073741824,4,822.74 Mb,10485760.0,0.10196,92.7690909090909,0.8254545454545456
90,90,10.0.0.50,5201,1073741824,4,739.53 Mb,10485760.0,0.113432,92.01090909090908,0.829090909090909
91,91,10.0.0.50,5201,1073741824,4,601.15 Mb,10485760.0,0.139542,89.19454545454549,0.8290909090909089
92,92,10.0.0.50,5201,1073741824,4,581.98 Mb,10485760.0,0.144139,90.33818181818185,0.8472727272727273
93,93,10.0.0.50,5201,1073741824,4,1369.08 Mb,10485760.0,0.061272,90.4290909090909,0.8436363636363636
94,94,10.0.0.50,5201,1073741824,4,621.59 Mb,10485760.0,0.134954,90.43090909090907,0.8472727272727272
95,95,10.0.0.50,5201,1073741824,4,587.01 Mb,10485760.0,0.142903,89.50545454545457,0.8163636363636365
96,96,10.0.0.50,5201,1073741824,4,620.04 Mb,10485760.0,0.135291,91.77090909090909,0.8272727272727274
97,97,10.0.0.50,5201,1073741824,4,574.44 Mb,10485760.0,0.146031,90.9090909090909,0.8090909090909093
98,98,10.0.0.50,5201,1073741824,4,822.05 Mb,10485760.0,0.102045,91.0218181818182,0.8218181818181816
99,99,10.0.0.50,5201,1073741824,4,811.46 Mb,10485760.0,0.103377,95.65272727272725,0.7909090909090907
100,100,10.0.0.50,5201,1073741824,4,1333.54 Mb,10485760.0,0.062905,89.00545454545453,0.82
101,101,10.0.0.50,5201,1073741824,4,643.16 Mb,10485760.0,0.130427,90.9090909090909,0.82
102,102,10.0.0.50,5201,1073741824,4,828.88 Mb,10485760.0,0.101204,90.39090909090909,0.8236363636363636
103,103,10.0.0.50,5201,1073741824,4,606.79 Mb,10485760.0,0.138246,90.99818181818185,0.818181818181818
104,104,10.0.0.50,5201,1073741824,4,567.86 Mb,10485760.0,0.147722,89.38181818181823,0.82
105,105,10.0.0.50,5201,1073741824,4,641.86 Mb,10485760.0,0.130693,92.38181818181816,0.8109090909090908
106,106,10.0.0.50,5201,1073741824,4,905.12 Mb,10485760.0,0.09268,92.3618181818182,0.8145454545454548
107,107,10.0.0.50,5201,1073741824,4,625.11 Mb,10485760.0,0.134195,90.68363636363638,0.8236363636363636
108,108,10.0.0.50,5201,1073741824,4,629.93 Mb,10485760.0,0.133168,93.83272727272728,0.8109090909090907
109,109,10.0.0.50,5201,1073741824,4,777.37 Mb,10485760.0,0.10791,91.55454545454549,0.8163636363636365
110,110,10.0.0.50,5201,1073741824,4,634.17 Mb,10485760.0,0.132277,95.70727272727272,0.7854545454545455
111,111,10.0.0.50,5201,1073741824,4,657.48 Mb,10485760.0,0.127587,86.84909090909096,0.8272727272727273
112,112,10.0.0.50,5201,1073741824,4,854.22 Mb,10485760.0,0.098202,92.60545454545455,0.809090909090909
113,113,10.0.0.50,5201,1073741824,4,834.32 Mb,10485760.0,0.100544,85.88363636363638,0.8345454545454544
114,114,10.0.0.50,5201,1073741824,4,1347.81 Mb,10485760.0,0.062239,92.9618181818182,0.7909090909090908
115,115,10.0.0.50,5201,1073741824,4,587.33 Mb,10485760.0,0.142827,90.37272727272727,0.818181818181818
116,116,10.0.0.50,5201,1073741824,4,671.58 Mb,10485760.0,0.124908,94.30181818181819,0.810909090909091
117,117,10.0.0.50,5201,1073741824,4,666.19 Mb,10485760.0,0.125919,92.10909090909094,0.8163636363636361
118,118,10.0.0.50,5201,1073741824,4,723.53 Mb,10485760.0,0.11594,90.13454545454547,0.8145454545454545
119,119,10.0.0.50,5201,1073741824,4,811.83 Mb,10485760.0,0.10333,89.73636363636366,0.7999999999999997
120,120,10.0.0.50,5201,1073741824,4,717.63 Mb,10485760.0,0.116894,92.24545454545458,0.8054545454545454
121,121,10.0.0.50,5201,1073741824,4,669.98 Mb,10485760.0,0.125207,88.84181818181818,0.809090909090909
122,122,10.0.0.50,5201,1073741824,4,853.87 Mb,10485760.0,0.098242,90.08000000000003,0.7927272727272726
123,123,10.0.0.50,5201,1073741824,4,769.05 Mb,10485760.0,0.109077,87.3909090909091,0.7927272727272724
124,124,10.0.0.50,5201,1073741824,4,682.33 Mb,10485760.0,0.122941,91.07454545454546,0.7981818181818181
125,125,10.0.0.50,5201,1073741824,4,865.13 Mb,10485760.0,0.096963,91.13636363636368,0.8054545454545455
126,126,10.0.0.50,5201,1073741824,4,590.73 Mb,10485760.0,0.142005,89.38000000000002,0.8145454545454545
127,127,10.0.0.50,5201,1073741824,4,798.69 Mb,10485760.0,0.105029,89.6018181818182,0.8036363636363635
128,128,10.0.0.50,5201,1073741824,4,863.86 Mb,10485760.0,0.097106,89.95818181818187,0.7945454545454549
129,129,10.0.0.50,5201,1073741824,4,781.80 Mb,10485760.0,0.107299,91.06909090909096,0.8218181818181814
130,130,10.0.0.50,5201,1073741824,4,825.89 Mb,10485760.0,0.101571,93.24363636363637,0.8000000000000003
131,131,10.0.0.50,5201,1073741824,4,797.16 Mb,10485760.0,0.105231,90.90000000000003,0.8145454545454545
132,132,10.0.0.50,5201,1073741824,4,582.65 Mb,10485760.0,0.143973,90.25454545454552,0.82
133,133,10.0.0.50,5201,1073741824,4,644.95 Mb,10485760.0,0.130066,92.30363636363641,0.8
134,134,10.0.0.50,5201,1073741824,4,606.34 Mb,10485760.0,0.138349,94.86363636363636,0.8000000000000002
135,135,10.0.0.50,5201,1073741824,4,560.02 Mb,10485760.0,0.14979,95.39636363636362,0.7872727272727271
136,136,10.0.0.50,5201,1073741824,4,624.60 Mb,10485760.0,0.134304,91.50545454545457,0.8163636363636362
137,137,10.0.0.50,5201,1073741824,4,823.74 Mb,10485760.0,0.101836,90.90727272727273,0.8254545454545456
138,138,10.0.0.50,5201,1073741824,4,622.63 Mb,10485760.0,0.134728,91.02545454545455,0.7981818181818184
139,139,10.0.0.50,5201,1073741824,4,615.01 Mb,10485760.0,0.136398,91.49454545454547,0.8109090909090906
140,140,10.0.0.50,5201,1073741824,4,632.19 Mb,10485760.0,0.132691,92.40909090909095,0.8036363636363635
141,141,10.0.0.50,5201,1073741824,4,729.79 Mb,10485760.0,0.114946,91.91636363636367,0.8145454545454545
142,142,10.0.0.50,5201,1073741824,4,1364.98 Mb,10485760.0,0.061456,94.17818181818184,0.7945454545454549
143,143,10.0.0.50,5201,1073741824,4,1401.77 Mb,10485760.0,0.059843,91.7836363636364,0.7981818181818181
144,144,10.0.0.50,5201,1073741824,4,755.40 Mb,10485760.0,0.111048,90.16727272727277,0.805454545454545
145,145,10.0.0.50,5201,1073741824,4,576.54 Mb,10485760.0,0.145498,91.76,0.8181818181818183
146,146,10.0.0.50,5201,1073741824,4,807.27 Mb,10485760.0,0.103913,89.94000000000001,0.8436363636363634
147,147,10.0.0.50,5201,1073741824,4,614.36 Mb,10485760.0,0.136542,91.74545454545455,0.8181818181818182
148,148,10.0.0.50,5201,1073741824,4,667.19 Mb,10485760.0,0.12573,90.69454545454545,0.8363636363636362
149,149,10.0.0.50,5201,1073741824,4,660.93 Mb,10485760.0,0.126922,91.5109090909091,0.818181818181818
150,150,10.0.0.50,5201,1073741824,4,760.44 Mb,10485760.0,0.110313,88.60363636363638,0.8381818181818183
151,151,10.0.0.50,5201,1073741824,4,679.94 Mb,10485760.0,0.123373,89.68727272727274,0.8290909090909091
152,152,10.0.0.50,5201,1073741824,4,865.72 Mb,10485760.0,0.096897,90.42727272727275,0.8309090909090909
153,153,10.0.0.50,5201,1073741824,4,565.09 Mb,10485760.0,0.148447,86.29272727272729,0.8563636363636362
154,154,10.0.0.50,5201,1073741824,4,604.49 Mb,10485760.0,0.138771,87.09090909090915,0.8254545454545453
155,155,10.0.0.50,5201,1073741824,4,854.00 Mb,10485760.0,0.098227,91.36363636363637,0.8090909090909091
156,156,10.0.0.50,5201,1073741824,4,1295.16 Mb,10485760.0,0.064769,88.57454545454544,0.8618181818181817
157,157,10.0.0.50,5201,1073741824,4,686.22 Mb,10485760.0,0.122244,91.52727272727275,0.8145454545454545
158,158,10.0.0.50,5201,1073741824,4,627.48 Mb,10485760.0,0.133687,87.86363636363643,0.8327272727272726
159,159,10.0.0.50,5201,1073741824,4,752.88 Mb,10485760.0,0.11142,92.77272727272725,0.8090909090909091
160,160,10.0.0.50,5201,1073741824,4,1234.96 Mb,10485760.0,0.067926,93.44909090909094,0.8272727272727272
161,161,10.0.0.50,5201,1073741824,4,544.35 Mb,10485760.0,0.154102,89.78545454545456,0.8272727272727273
162,162,10.0.0.50,5201,1073741824,4,901.89 Mb,10485760.0,0.093011,93.58000000000001,0.809090909090909
163,163,10.0.0.50,5201,1073741824,4,601.65 Mb,10485760.0,0.139427,93.86000000000001,0.7800000000000001
164,164,10.0.0.50,5201,1073741824,4,792.88 Mb,10485760.0,0.105799,93.70727272727275,0.7999999999999998
165,165,10.0.0.50,5201,1073741824,4,563.91 Mb,10485760.0,0.148759,89.47454545454544,0.7927272727272727
166,166,10.0.0.50,5201,1073741824,4,589.70 Mb,10485760.0,0.142252,96.15999999999998,0.7763636363636364
167,167,10.0.0.50,5201,1073741824,4,721.44 Mb,10485760.0,0.116276,94.9109090909091,0.7727272727272727
168,168,10.0.0.50,5201,1073741824,4,923.70 Mb,10485760.0,0.090815,91.15090909090908,0.772727272727273
169,169,10.0.0.50,5201,1073741824,4,633.02 Mb,10485760.0,0.132517,91.15090909090911,0.8127272727272727
170,170,10.0.0.50,5201,1073741824,4,666.43 Mb,10485760.0,0.125874,90.68727272727274,0.8181818181818179
171,171,10.0.0.50,5201,1073741824,4,993.49 Mb,10485760.0,0.084436,95.30909090909087,0.8490909090909091
172,172,10.0.0.50,5201,1073741824,4,550.69 Mb,10485760.0,0.152329,93.84181818181818,0.7981818181818183
173,173,10.0.0.50,5201,1073741824,4,662.35 Mb,10485760.0,0.126649,92.24363636363637,0.8127272727272724
174,174,10.0.0.50,5201,1073741824,4,586.03 Mb,10485760.0,0.143142,90.06363636363636,0.8345454545454545
175,175,10.0.0.50,5201,1073741824,4,595.19 Mb,10485760.0,0.14094,93.15090909090908,0.809090909090909
176,176,10.0.0.50,5201,1073741824,4,1287.96 Mb,10485760.0,0.065131,91.08000000000001,0.8181818181818182
177,177,10.0.0.50,5201,1073741824,4,556.90 Mb,10485760.0,0.150631,90.09272727272732,0.8127272727272729
178,178,10.0.0.50,5201,1073741824,4,713.54 Mb,10485760.0,0.117564,90.67818181818183,0.8236363636363637
179,179,10.0.0.50,5201,1073741824,4,654.87 Mb,10485760.0,0.128095,92.41818181818184,0.7963636363636365
180,180,10.0.0.50,5201,1073741824,4,584.75 Mb,10485760.0,0.143456,89.83818181818182,0.838181818181818
181,181,10.0.0.50,5201,1073741824,4,592.03 Mb,10485760.0,0.141692,89.26545454545455,0.838181818181818
182,182,10.0.0.50,5201,1073741824,4,589.68 Mb,10485760.0,0.142257,93.32727272727273,0.8454545454545453
183,183,10.0.0.50,5201,1073741824,4,546.69 Mb,10485760.0,0.153443,90.60000000000002,0.8309090909090909
184,184,10.0.0.50,5201,1073741824,4,582.52 Mb,10485760.0,0.144006,88.36909090909091,0.8454545454545455
185,185,10.0.0.50,5201,1073741824,4,864.86 Mb,10485760.0,0.096994,89.70000000000002,0.8218181818181819
186,186,10.0.0.50,5201,1073741824,4,639.65 Mb,10485760.0,0.131143,89.15454545454548,0.8200000000000001
187,187,10.0.0.50,5201,1073741824,4,722.18 Mb,10485760.0,0.116157,89.93454545454547,0.8309090909090908
188,188,10.0.0.50,5201,1073741824,4,602.82 Mb,10485760.0,0.139157,89.52000000000001,0.8236363636363636
189,189,10.0.0.50,5201,1073741824,4,657.39 Mb,10485760.0,0.127604,89.69090909090909,0.82
190,190,10.0.0.50,5201,1073741824,4,664.79 Mb,10485760.0,0.126185,93.56181818181824,0.8
191,191,10.0.0.50,5201,1073741824,4,705.62 Mb,10485760.0,0.118883,91.7527272727273,0.8090909090909092
192,192,10.0.0.50,5201,1073741824,4,646.89 Mb,10485760.0,0.129676,92.66,0.8090909090909093
193,193,10.0.0.50,5201,1073741824,4,597.52 Mb,10485760.0,0.140391,89.20363636363636,0.8145454545454545
194,194,10.0.0.50,5201,1073741824,4,585.16 Mb,10485760.0,0.143356,93.92727272727272,0.7909090909090908
195,195,10.0.0.50,5201,1073741824,4,614.39 Mb,10485760.0,0.136535,91.05636363636367,0.8345454545454543
196,196,10.0.0.50,5201,1073741824,4,1311.91 Mb,10485760.0,0.063942,89.56909090909093,0.818181818181818
197,197,10.0.0.50,5201,1073741824,4,589.70 Mb,10485760.0,0.142251,87.49454545454547,0.8327272727272726
198,198,10.0.0.50,5201,1073741824,4,805.29 Mb,10485760.0,0.104169,90.73454545454548,0.7854545454545454
199,199,10.0.0.50,5201,1073741824,4,763.01 Mb,10485760.0,0.109941,90.34181818181817,0.8127272727272726
200,200,10.0.0.50,5201,1073741824,4,581.94 Mb,10485760.0,0.144148,90.94545454545457,0.8181818181818179
201,201,10.0.0.50,5201,1073741824,4,911.02 Mb,10485760.0,0.092079,92.26727272727273,0.8090909090909087
202,202,10.0.0.50,5201,1073741824,4,591.91 Mb,10485760.0,0.141721,89.94181818181816,0.8036363636363636
203,203,10.0.0.50,5201,1073741824,4,638.06 Mb,10485760.0,0.131471,92.24000000000002,0.8072727272727273
204,204,10.0.0.50,5201,1073741824,4,1215.97 Mb,10485760.0,0.068987,89.8218181818182,0.8109090909090908
205,205,10.0.0.50,5201,1073741824,4,620.86 Mb,10485760.0,0.135113,90.13090909090907,0.8145454545454544
206,206,10.0.0.50,5201,1073741824,4,567.54 Mb,10485760.0,0.147807,85.58727272727272,0.7854545454545454
207,207,10.0.0.50,5201,1073741824,4,511.34 Mb,10485760.0,0.16405,89.61272727272727,0.8072727272727274
208,208,10.0.0.50,5201,1073741824,4,537.98 Mb,10485760.0,0.155929,90.19272727272731,0.7999999999999998
209,209,10.0.0.50,5201,1073741824,4,618.03 Mb,10485760.0,0.135732,91.77818181818184,0.8036363636363637
210,210,10.0.0.50,5201,1073741824,4,614.34 Mb,10485760.0,0.136547,89.38727272727273,0.8072727272727271
211,211,10.0.0.50,5201,1073741824,4,577.62 Mb,10485760.0,0.145226,92.06909090909093,0.8145454545454545
212,212,10.0.0.50,5201,1073741824,4,590.83 Mb,10485760.0,0.141979,91.0618181818182,0.8072727272727273
213,213,10.0.0.50,5201,1073741824,4,633.88 Mb,10485760.0,0.132337,93.85090909090913,0.8018181818181819
214,214,10.0.0.50,5201,1073741824,4,624.06 Mb,10485760.0,0.13442,90.72545454545461,0.807272727272727
215,215,10.0.0.50,5201,1073741824,4,572.88 Mb,10485760.0,0.146428,92.2509090909091,0.8
216,216,10.0.0.50,5201,1073741824,4,663.16 Mb,10485760.0,0.126495,92.37636363636366,0.8054545454545453
217,217,10.0.0.50,5201,1073741824,4,539.61 Mb,10485760.0,0.155456,92.9818181818182,0.7963636363636363
218,218,10.0.0.50,5201,1073741824,4,610.92 Mb,10485760.0,0.137312,92.75636363636366,0.7890909090909091
219,219,10.0.0.50,5201,1073741824,4,772.40 Mb,10485760.0,0.108604,92.39636363636369,0.7927272727272725
220,220,10.0.0.50,5201,1073741824,4,786.54 Mb,10485760.0,0.106652,91.51272727272728,0.7927272727272726
221,221,10.0.0.50,5201,1073741824,4,756.06 Mb,10485760.0,0.110952,93.85818181818182,0.7836363636363637
222,222,10.0.0.50,5201,1073741824,4,879.13 Mb,10485760.0,0.095419,90.64727272727275,0.809090909090909
223,223,10.0.0.50,5201,1073741824,4,558.76 Mb,10485760.0,0.150128,95.27090909090909,0.7945454545454543
224,224,10.0.0.50,5201,1073741824,4,840.45 Mb,10485760.0,0.099811,91.38000000000007,0.8181818181818183
225,225,10.0.0.50,5201,1073741824,4,1213.98 Mb,10485760.0,0.0691,90.28727272727275,0.8090909090909092
226,226,10.0.0.50,5201,1073741824,4,690.78 Mb,10485760.0,0.121437,90.70181818181821,0.8200000000000001
227,227,10.0.0.50,5201,1073741824,4,679.23 Mb,10485760.0,0.123502,89.9236363636364,0.8109090909090907
228,228,10.0.0.50,5201,1073741824,4,1223.08 Mb,10485760.0,0.068586,92.04545454545453,0.8145454545454548
229,229,10.0.0.50,5201,1073741824,4,583.04 Mb,10485760.0,0.143876,91.69454545454549,0.8036363636363636
230,230,10.0.0.50,5201,1073741824,4,833.13 Mb,10485760.0,0.100688,91.02363636363637,0.8236363636363636
231,231,10.0.0.50,5201,1073741824,4,632.06 Mb,10485760.0,0.132718,92.3654545454546,0.7981818181818179
232,232,10.0.0.50,5201,1073741824,4,607.35 Mb,10485760.0,0.138118,92.62,0.7963636363636363
233,233,10.0.0.50,5201,1073741824,4,1237.62 Mb,10485760.0,0.06778,93.69636363636366,0.7927272727272727
234,234,10.0.0.50,5201,1073741824,4,615.06 Mb,10485760.0,0.136387,90.65999999999998,0.8236363636363636
235,235,10.0.0.50,5201,1073741824,4,1266.51 Mb,10485760.0,0.066234,90.0745454545455,0.8181818181818182
236,236,10.0.0.50,5201,1073741824,4,593.54 Mb,10485760.0,0.141332,94.02909090909095,0.8109090909090907
237,237,10.0.0.50,5201,1073741824,4,644.21 Mb,10485760.0,0.130215,93.91818181818184,0.7854545454545456
238,238,10.0.0.50,5201,1073741824,4,594.12 Mb,10485760.0,0.141193,92.3927272727273,0.8090909090909092
239,239,10.0.0.50,5201,1073741824,4,761.67 Mb,10485760.0,0.110135,92.15090909090911,0.8109090909090908
