
file_number,host_ip,host_port,slab_buf_bytes,slab_order,slab_partition,bandwidth,file_size_bytes,time_taken_sec,overall_cpu
0,10.0.0.50,5201,67108864,4,743.53 Mb,10485760.0,0.112821,
1,10.0.0.50,5201,67108864,4,944.83 Mb,10485760.0,0.088784,
2,10.0.0.50,5201,67108864,4,602.12 Mb,10485760.0,0.139319,
3,10.0.0.50,5201,67108864,4,689.89 Mb,10485760.0,0.121593,
4,10.0.0.50,5201,67108864,4,810.33 Mb,10485760.0,0.103521,
5,10.0.0.50,5201,67108864,4,782.62 Mb,10485760.0,0.107186,
6,10.0.0.50,5201,67108864,4,596.51 Mb,10485760.0,0.140627,
7,10.0.0.50,5201,67108864,4,831.07 Mb,10485760.0,0.100937,
8,10.0.0.50,5201,67108864,4,561.83 Mb,10485760.0,0.149309,
9,10.0.0.50,5201,67108864,4,596.79 Mb,10485760.0,0.140561,
10,10.0.0.50,5201,67108864,4,605.14 Mb,10485760.0,0.138622,
11,10.0.0.50,5201,67108864,4,545.95 Mb,10485760.0,0.153651,
12,10.0.0.50,5201,67108864,4,800.07 Mb,10485760.0,0.104849,
13,10.0.0.50,5201,67108864,4,734.44 Mb,10485760.0,0.114217,
14,10.0.0.50,5201,67108864,4,598.13 Mb,10485760.0,0.140248,
15,10.0.0.50,5201,67108864,4,643.58 Mb,10485760.0,0.130343,
16,10.0.0.50,5201,67108864,4,569.21 Mb,10485760.0,0.147374,
17,10.0.0.50,5201,67108864,4,576.75 Mb,10485760.0,0.145446,
18,10.0.0.50,5201,67108864,4,547.63 Mb,10485760.0,0.153180,
19,10.0.0.50,5201,67108864,4,751.30 Mb,10485760.0,0.111655,
20,10.0.0.50,5201,67108864,4,589.63 Mb,10485760.0,0.142268,
21,10.0.0.50,5201,67108864,4,758.57 Mb,10485760.0,0.110584,
22,10.0.0.50,5201,67108864,4,693.73 Mb,10485760.0,0.120920,
23,10.0.0.50,5201,67108864,4,660.08 Mb,10485760.0,0.127085,
24,10.0.0.50,5201,67108864,4,896.93 Mb,10485760.0,0.093526,
25,10.0.0.50,5201,67108864,4,589.43 Mb,10485760.0,0.142318,
26,10.0.0.50,5201,67108864,4,664.01 Mb,10485760.0,0.126333,
27,10.0.0.50,5201,67108864,4,1285.08 Mb,10485760.0,0.065277,
28,10.0.0.50,5201,67108864,4,656.14 Mb,10485760.0,0.127847,
29,10.0.0.50,5201,67108864,4,621.00 Mb,10485760.0,0.135082,
30,10.0.0.50,5201,67108864,4,778.18 Mb,10485760.0,0.107798,
31,10.0.0.50,5201,67108864,4,571.18 Mb,10485760.0,0.146864,
32,10.0.0.50,5201,67108864,4,632.51 Mb,10485760.0,0.132625,
33,10.0.0.50,5201,67108864,4,885.42 Mb,10485760.0,0.094742,
34,10.0.0.50,5201,67108864,4,536.37 Mb,10485760.0,0.156397,
35,10.0.0.50,5201,67108864,4,767.77 Mb,10485760.0,0.109259,
36,10.0.0.50,5201,67108864,4,634.55 Mb,10485760.0,0.132197,
37,10.0.0.50,5201,67108864,4,1277.35 Mb,10485760.0,0.065672,
38,10.0.0.50,5201,67108864,4,537.92 Mb,10485760.0,0.155945,
39,10.0.0.50,5201,67108864,4,641.28 Mb,10485760.0,0.130810,
40,10.0.0.50,5201,67108864,4,737.74 Mb,10485760.0,0.113707,
41,10.0.0.50,5201,67108864,4,533.01 Mb,10485760.0,0.157383,
42,10.0.0.50,5201,67108864,4,889.78 Mb,10485760.0,0.094277,
43,10.0.0.50,5201,67108864,4,1270.10 Mb,10485760.0,0.066047,
44,10.0.0.50,5201,67108864,4,801.12 Mb,10485760.0,0.104711,
45,10.0.0.50,5201,67108864,4,578.05 Mb,10485760.0,0.145118,
46,10.0.0.50,5201,67108864,4,548.60 Mb,10485760.0,0.152909,
47,10.0.0.50,5201,67108864,4,637.92 Mb,10485760.0,0.131500,
48,10.0.0.50,5201,67108864,4,607.80 Mb,10485760.0,0.138016,
49,10.0.0.50,5201,67108864,4,896.89 Mb,10485760.0,0.093530,
50,10.0.0.50,5201,67108864,4,696.87 Mb,10485760.0,0.120376,
51,10.0.0.50,5201,67108864,4,919.18 Mb,10485760.0,0.091262,
52,10.0.0.50,5201,67108864,4,567.24 Mb,10485760.0,0.147884,
53,10.0.0.50,5201,67108864,4,713.39 Mb,10485760.0,0.117588,
54,10.0.0.50,5201,67108864,4,500.26 Mb,10485760.0,0.167686,
55,10.0.0.50,5201,67108864,4,661.36 Mb,10485760.0,0.126838,
56,10.0.0.50,5201,67108864,4,1011.53 Mb,10485760.0,0.082930,
57,10.0.0.50,5201,67108864,4,802.84 Mb,10485760.0,0.104487,
58,10.0.0.50,5201,67108864,4,615.61 Mb,10485760.0,0.136266,
59,10.0.0.50,5201,67108864,4,511.23 Mb,10485760.0,0.164086,
60,10.0.0.50,5201,67108864,4,790.33 Mb,10485760.0,0.106140,
61,10.0.0.50,5201,67108864,4,860.86 Mb,10485760.0,0.097445,
62,10.0.0.50,5201,67108864,4,760.11 Mb,10485760.0,0.110361,
63,10.0.0.50,5201,67108864,4,633.48 Mb,10485760.0,0.132422,
64,10.0.0.50,5201,67108864,4,1274.98 Mb,10485760.0,0.065794,
65,10.0.0.50,5201,67108864,4,1169.80 Mb,10485760.0,0.071710,
66,10.0.0.50,5201,67108864,4,1229.97 Mb,10485760.0,0.068202,
67,10.0.0.50,5201,67108864,4,629.18 Mb,10485760.0,0.133325,
68,10.0.0.50,5201,67108864,4,759.35 Mb,10485760.0,0.110471,
69,10.0.0.50,5201,67108864,4,577.62 Mb,10485760.0,0.145228,
70,10.0.0.50,5201,67108864,4,647.05 Mb,10485760.0,0.129644,
71,10.0.0.50,5201,67108864,4,1271.50 Mb,10485760.0,0.065974,
72,10.0.0.50,5201,67108864,4,659.87 Mb,10485760.0,0.127126,
73,10.0.0.50,5201,67108864,4,561.96 Mb,10485760.0,0.149273,
74,10.0.0.50,5201,67108864,4,851.02 Mb,10485760.0,0.098571,
75,10.0.0.50,5201,67108864,4,626.40 Mb,10485760.0,0.133917,
76,10.0.0.50,5201,67108864,4,624.14 Mb,10485760.0,0.134402,
